3.602407127618789673e-02,2.661148309707641602e-01,1.077967211604118347e-01,9.180610626935958862e-02,2.984064817428588867e-01,1.096650213003158569e-01,5.249660462141036987e-02,2.261148393154144287e-02,4.346419125795364380e-02,6.083169579505920410e-02,1.750407740473747253e-02
1.138601079583168030e-02,2.779881060123443604e-01,9.994845092296600342e-02,7.989971339702606201e-02,2.555693686008453369e-01,1.414407193660736084e-01,-5.560159683227539062e-03,4.674964770674705505e-02,1.105903834104537964e-02,4.578484222292900085e-02,1.268388703465461731e-02
6.214941665530204773e-02,2.845096588134765625e-01,5.409488081932067871e-02,8.280494809150695801e-02,2.631911933422088623e-01,6.986592710018157959e-02,8.257307112216949463e-03,-2.957552298903465271e-02,-9.176567196846008301e-03,-1.466728746891021729e-02,2.324528992176055908e-02
-1.777660101652145386e-03,3.037166893482208252e-01,9.779693186283111572e-02,7.263439893722534180e-02,2.335823476314544678e-01,1.363414824008941650e-01,1.433359459042549133e-02,2.278784662485122681e-02,5.527037009596824646e-02,7.609173655509948730e-02,2.637875080108642578e-02
3.315605223178863525e-02,2.655245363712310791e-01,8.184127509593963623e-02,8.374768495559692383e-02,2.701985538005828857e-01,1.247513815760612488e-01,3.803841769695281982e-03,7.361225783824920654e-03,3.158050030469894409e-02,4.870013892650604248e-02,1.923887431621551514e-02
2.816479653120040894e-03,2.797069251537322998e-01,6.475530564785003662e-02,8.305341750383377075e-02,2.753908932209014893e-01,1.477817595005035400e-01,-9.864546358585357666e-03,5.690958723425865173e-02,5.903901159763336182e-02,6.994380056858062744e-02,2.439602464437484741e-02
3.038776479661464691e-02,2.633559703826904297e-01,7.127376645803451538e-02,7.096300274133682251e-02,2.690292596817016602e-01,1.044808402657508850e-01,-7.114782929420471191e-03,3.787399455904960632e-02,3.774718567728996277e-02,5.609814077615737915e-02,1.630144938826560974e-02
5.426415055990219116e-02,2.357053160667419434e-01,5.929134786128997803e-02,7.804869115352630615e-02,2.647726237773895264e-01,1.105759888887405396e-01,4.215988889336585999e-02,-6.859462708234786987e-03,-5.594432353973388672e-03,5.262672901153564453e-02,2.777814120054244995e-02
2.443505637347698212e-02,2.923285365104675293e-01,4.992406442761421204e-02,6.432116031646728516e-02,2.542880177497863770e-01,1.191417649388313293e-01,3.115047328174114227e-02,7.261227816343307495e-03,1.248111203312873840e-02,3.281525894999504089e-02,6.611797958612442017e-03
7.272914052009582520e-02,2.561527490615844727e-01,7.841449975967407227e-02,3.931729122996330261e-03,2.758014798164367676e-01,1.853568553924560547e-01,5.362085998058319092e-03,4.689357802271842957e-02,-1.708570495247840881e-02,2.158424071967601776e-02,3.799120336771011353e-02
4.663658514618873596e-02,2.739828824996948242e-01,1.033048853278160095e-01,9.014444053173065186e-02,2.452627122402191162e-01,1.769413053989410400e-01,-1.428768038749694824e-03,4.650492593646049500e-02,3.521913290023803711e-02,2.770217321813106537e-02,3.208044916391372681e-02
-1.857835799455642700e-02,2.763700485229492188e-01,7.750359922647476196e-02,3.565841913223266602e-02,2.493152320384979248e-01,1.981706023216247559e-01,6.041437387466430664e-03,-3.071978688240051270e-03,1.365043967962265015e-02,9.247489273548126221e-02,4.674174636602401733e-02
1.636055298149585724e-02,1.992978751659393311e-01,4.473404958844184875e-02,1.339284889400005341e-02,2.475460767745971680e-01,1.783441007137298584e-01,3.691466897726058960e-02,-1.223727315664291382e-02,1.007550135254859924e-01,4.002144932746887207e-02,3.021755069494247437e-02
4.655814170837402344e-02,2.985044419765472412e-01,1.100242286920547485e-01,1.347798407077789307e-01,2.694979310035705566e-01,4.455839097499847412e-02,-1.695415005087852478e-03,-1.764949411153793335e-03,4.036967083811759949e-02,-8.197527378797531128e-03,-1.071168482303619385e-02
7.862889766693115234e-02,2.621356844902038574e-01,6.008636578917503357e-02,4.055291414260864258e-02,2.371480464935302734e-01,1.591857969760894775e-01,4.175238311290740967e-02,-5.480264872312545776e-02,1.733538694679737091e-02,7.209575921297073364e-02,2.129301428794860840e-02
1.948816515505313873e-02,2.536515891551971436e-01,1.021324843168258667e-01,1.055025383830070496e-01,2.513835430145263672e-01,1.327569484710693359e-01,3.373673558235168457e-02,6.426308304071426392e-03,5.855829268693923950e-02,5.017298087477684021e-02,3.202971071004867554e-02
